mode,scene_name,sources,class_names,full_img_path,full_mask_path
multi,ADE_train_00002468,"phase_2_shifu_out0,phase_2_shifu_out1",supply_duct;return_duct,,
multi,ADE_train_00002469,"phase_2_shifu_out0,phase_2_shifu_out1",ceiling_diffuser;acoustic_silencer,,
multi,ADE_train_00002479,phase_2_shifu_out0,pipe_hanger,,
multi,ADE_train_00002492,"phase_2_shifu_out0,phase_2_shifu_out1",pipe_clamp;pipe_bracket,,
multi,ADE_train_00002496,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",site_container;balustrade;concrete_beam,,
multi,ADE_train_00002502,phase_2_shifu_out0,gate_valve,,
multi,ADE_train_00002510,"phase_2_shifu_out0,phase_2_shifu_out1",filter_strainer;water_filter,,
multi,ADE_train_00002513,"phase_2_shifu_out0,phase_2_shifu_out1",I_beam;H_beam,,
multi,ADE_train_00002514,"phase_2_shifu_out0,phase_2_shifu_out1",cable_conduit;PVC_conduit,,
multi,ADE_train_00002515,phase_2_shifu_out0,EMT_conduit,,
multi,ADE_train_00002517,"phase_2_shifu_out0,phase_2_shifu_out1",fire_damper;smoke_damper,,
multi,ADE_train_00002519,"phase_2_shifu_out0,phase_2_shifu_out1",variable_air_volume_unit;fan_coil_unit,,
multi,ADE_train_00002520,phase_2_shifu_out0,FCU,,
multi,ADE_train_00002521,"phase_2_shifu_out0,phase_2_shifu_out1",pibc_valve;balancing_valve,,
multi,ADE_train_00002522,phase_2_shifu_out0,flow_control_valve,,
multi,ADE_train_00002525,phase_2_shifu_out0,supply_duct,,
multi,ADE_train_00002526,phase_2_shifu_out0,return_duct,,
multi,ADE_train_00002527,"phase_2_shifu_out0,phase_2_shifu_out1",ceiling_diffuser;acoustic_silencer,,
multi,ADE_train_00002532,phase_2_shifu_out0,metal_pipe,,
multi,ADE_train_00002557,phase_2_poco_out1,filter_strainer,,
multi,ADE_train_00002559,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",safety_cone;paint_bucket;electrical_panel,,
multi,ADE_train_00002571,"phase_1_shifu_out0,phase_1_shifu_out1",safety_cone;utility_meter,,
multi,ADE_train_00002579,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",air_grille;temporary_support_prop;construction_vehicle,,
multi,ADE_train_00002582,phase_2_poco_out1,I_beam,,
multi,ADE_train_00002585,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",rebar_mesh;traffic_barrier;steel_beam,,
multi,ADE_train_00002591,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",battery_pack;steel_beam;paint_bucket,,
multi,ADE_train_00002593,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",utility_meter;generator_set;hose_pipe,,
multi,ADE_train_00002596,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",fire_sprinkler;bracing;server_rack,,
multi,ADE_train_00002614,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",toolbox;construction_vehicle;server_rack,,
multi,ADE_train_00002615,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",satellite_dish;workbench;pipe_general,,
multi,ADE_train_00002623,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",construction_vehicle;server_rack;radiator,,
multi,ADE_train_00002627,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",hoist;portable_light;radiator,,
multi,ADE_train_00002630,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",radiator;bracing;drill_machine,,
multi,ADE_train_00002634,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",concrete_mixer;radiator;rebars_single,,
multi,ADE_train_00002637,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",mechanical_pump;rebars_single;utility_meter,,
multi,ADE_train_00002641,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",concrete_column;toolbox;utility_meter,,
multi,ADE_train_00002654,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",cable_tray;toolbox;utility_meter,,
multi,ADE_train_00002657,phase_2_poco_out1,cable_conduit,,
multi,ADE_train_00002661,phase_2_poco_out1,EMT_conduit,,
multi,ADE_train_00002687,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",safety_cone;fire_sprinkler;heat_exchanger,,
multi,ADE_train_00002691,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",electrical_conduit;battery_pack;steel_beam,,
multi,ADE_train_00002692,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",steel_beam;utility_meter;construction_vehicle,,
multi,ADE_train_00002713,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",concrete_column;construction_vehicle;rebar_mesh,,
multi,ADE_train_00002717,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",glazing_panel;temporary_support_prop;site_container,,
multi,ADE_train_00002721,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",workbench;satellite_dish;mechanical_valve,,
multi,ADE_train_00002728,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",concrete_beam;pipe_general;generator_set,,
multi,ADE_train_00002760,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",tool_cart;air_grille;satellite_dish,,
multi,ADE_train_00002765,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",tool_cart;mobile_tower;concrete_column,,
multi,ADE_train_00002770,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",satellite_dish;measuring_tripod;flexible_duct,,
multi,ADE_train_00002771,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",electrical_panel;toolbox;steel_beam,,
multi,ADE_train_00002778,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",balustrade;measuring_tripod;electrical_conduit,,
multi,ADE_train_00002794,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",utility_meter;rebar_mesh;electrical_conduit,,
multi,ADE_train_00002810,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",hoist;flexible_duct;electrical_conduit,,
multi,ADE_train_00002812,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",ups_unit;pipe_general;electrical_conduit,,
multi,ADE_train_00002814,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",electric_motor;server_rack;concrete_mixer,,
multi,ADE_train_00002819,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",fuel_can;fire_sprinkler;heat_exchanger,,
multi,ADE_train_00002839,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",tool_cart;construction_vehicle;utility_meter,,
multi,ADE_train_00002844,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",balustrade;rebars_single;measuring_tripod,,
multi,ADE_train_00002846,phase_2_poco_out1,FCU,,
multi,ADE_train_00002854,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",construction_vehicle;generator_set;electrical_panel,,
multi,ADE_train_00002861,phase_2_poco_out1,balancing_valve,,
multi,ADE_train_00002863,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",ladder;hoist;heat_exchanger,,
multi,ADE_train_00002864,"phase_1_shifu_out0,phase_1_shifu_out2",fire_sprinkler;utility_meter,,
multi,ADE_train_00002868,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",fuel_can;electrical_panel;temporary_support_prop,,
multi,ADE_train_00002872,phase_2_poco_out1,flow_control_valve,,
multi,ADE_train_00002874,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",tool_cart;concrete_column;server_rack,,
multi,ADE_train_00002877,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",balustrade;ups_unit;site_container,,
multi,ADE_train_00002880,phase_2_poco_out1,extinguisher_cylinder,,
multi,ADE_train_00002899,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",portable_light;hvac_duct;radiator,,
multi,ADE_train_00002905,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",measuring_tripod;air_grille;hoist,,
multi,ADE_train_00002921,phase_2_poco_out1,supply_duct,,
multi,ADE_train_00002927,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",construction_vehicle;electrical_panel;drill_machine,,
multi,ADE_train_00002931,"phase_1_pdin_out0,phase_1_pdin_out1",glazing_panel;concrete_mixer,,
multi,ADE_train_00002932,phase_2_poco_out1,ventilation_fan,,
multi,ADE_train_00002939,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",hose_pipe;utility_meter;drill_machine,,
multi,ADE_train_00002960,phase_2_poco_out1,flex_duct,,
multi,ADE_train_00002972,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",junction_box;server_rack;satellite_dish,,
multi,ADE_train_00002975,phase_2_poco_out1,pipe_hanger,,
multi,ADE_train_00002986,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",glazing_panel;drill_machine;compressor_unit,,
multi,ADE_train_00002987,phase_2_poco_out1,pipe_bracket,,
multi,ADE_train_00002996,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",satellite_dish;concrete_beam;glazing_panel,,
multi,ADE_train_00003004,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",construction_vehicle;electrical_panel;server_rack,,
multi,ADE_train_00003005,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",rebars_single;flexible_duct;fuel_can,,
multi,ADE_train_00003015,phase_2_poco_out1,filter_strainer,,
multi,ADE_train_00003023,"phase_2_shifu_out0,phase_2_shifu_out1",pipe_clamp;pipe_bracket,,
multi,ADE_train_00003026,"phase_2_shifu_out0,phase_2_shifu_out1",gate_valve;filter_strainer,,
multi,ADE_train_00003029,"phase_2_shifu_out0,phase_2_shifu_out1",water_filter;dirt_separator,,
multi,ADE_train_00003030,"phase_2_shifu_out0,phase_2_shifu_out1",I_beam;H_beam,,
multi,ADE_train_00003032,"phase_2_shifu_out0,phase_2_shifu_out1",EMT_conduit;wire_tray,,
multi,ADE_train_00003036,phase_2_shifu_out0,hvac_damper,,
multi,ADE_train_00003039,"phase_2_shifu_out0,phase_2_shifu_out1",fan_coil_unit;FCU,,
multi,ADE_train_00003041,"phase_2_shifu_out0,phase_2_shifu_out1",pressure_independent_control_valve;flow_control_valve,,
multi,ADE_train_00003042,"phase_2_shifu_out0,phase_2_shifu_out1",fresh_air_duct;supply_duct,,
multi,ADE_train_00003055,"phase_2_shifu_out0,phase_2_shifu_out1",acoustic_silencer;duct_silencer,,
multi,ADE_train_00003060,"phase_2_shifu_out0,phase_2_shifu_out1",metal_pipe;hvac_pipe,,
multi,ADE_train_00003061,"phase_2_shifu_out0,phase_2_shifu_out1",TMT_bar;railing,,
multi,ADE_train_00003062,"phase_2_shifu_out0,phase_2_shifu_out1",pipe_hanger;pipe_clamp,,
multi,ADE_train_00003068,"phase_2_shifu_out0,phase_2_shifu_out1",water_filter;dirt_separator,,
multi,ADE_train_00003069,"phase_2_shifu_out0,phase_2_shifu_out1",wooden_balustrade;solar_thermal_panel,,
multi,ADE_train_00003071,phase_2_shifu_out0,I_beam,,
multi,ADE_train_00003072,phase_2_shifu_out0,cell_tower,,
multi,ADE_train_00003073,"phase_2_shifu_out0,phase_2_shifu_out1",H_beam;girder,,
multi,ADE_train_00003075,"phase_2_shifu_out0,phase_2_shifu_out1",wire_tray;ladder_tray,,
multi,ADE_train_00003081,"phase_2_shifu_out0,phase_2_shifu_out1",fire_damper;smoke_damper,,
multi,ADE_train_00003082,"phase_2_shifu_out0,phase_2_shifu_out1",hvac_damper;sprinkler_head,,
multi,ADE_train_00003089,"phase_2_shifu_out0,phase_2_shifu_out1",ceiling_sprinkler;vav_box,,
multi,ADE_train_00003093,phase_2_shifu_out0,fan_coil_unit,,
multi,ADE_train_00003118,"phase_2_shifu_out0,phase_2_shifu_out1",FCU;pibc_valve,,
multi,ADE_train_00003137,"phase_2_shifu_out0,phase_2_shifu_out1",pressure_independent_control_valve;flow_control_valve,,
multi,ADE_train_00003155,"phase_2_shifu_out0,phase_2_shifu_out1",supply_duct;return_duct,,
multi,ADE_train_00003160,"phase_2_shifu_out0,phase_2_shifu_out1",ceiling_diffuser;acoustic_silencer,,
multi,ADE_train_00003162,"phase_2_shifu_out0,phase_2_shifu_out1",duct_silencer;flex_duct,,
multi,ADE_train_00003195,"phase_2_shifu_out0,phase_2_shifu_out1",control_board;fire_hose_reel,,
multi,ADE_train_00003203,"phase_2_pdin_out0,phase_2_pdin_out1",humidity_sensor;IAQ_sensor,,
multi,ADE_train_00003205,"phase_2_pdin_out0,phase_2_pdin_out1",fresh_air_duct;supply_duct,,
multi,ADE_train_00003206,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",water_meter;electricity_meter;BTU_meter,,
multi,ADE_train_00003207,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",flow_meter;window_glass;glass_panel,,
multi,ADE_train_00003211,"phase_2_pdin_out0,phase_2_pdin_out1",distribution_panel;DB_board,,
multi,ADE_train_00003212,phase_2_pdin_out0,switchgear_panel,,
multi,ADE_train_00003213,phase_2_pdin_out0,control_board,,
multi,ADE_train_00003214,"phase_2_pdin_out0,phase_2_pdin_out1",cable_conduit;PVC_conduit,,
multi,ADE_train_00003215,phase_2_pdin_out0,EMT_conduit,,
multi,ADE_train_00003216,phase_2_pdin_out0,fire_hose_reel,,
multi,ADE_train_00003218,phase_2_pdin_out0,hose_reel,,
multi,ADE_train_00003219,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",mechanical_pump;tool_cart;server_rack,,
multi,ADE_train_00003220,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",return_duct;ceiling_diffuser;flex_duct,,
multi,ADE_train_00003222,phase_2_pdin_out0,fire_damper,,
multi,ADE_train_00003223,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",junction_box;concrete_beam;flexible_duct,,
multi,ADE_train_00003224,phase_2_pdin_out0,smoke_damper,,
multi,ADE_train_00003226,"phase_2_pdin_out0,phase_2_pdin_out1",I_beam;H_beam,,
multi,ADE_train_00003229,phase_2_pdin_out0,hvac_damper,,
multi,ADE_train_00003230,phase_2_pdin_out0,girder,,
multi,ADE_train_00003231,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",radiator;electrical_panel;portable_light,,
multi,ADE_train_00003234,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",wire_tray;ladder_tray;electrical_raceway,,
multi,ADE_train_00003235,phase_2_pdin_out0,sprinkler_head,,
multi,ADE_train_00003237,phase_2_pdin_out0,vav_box,,
multi,ADE_train_00003238,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",fan_coil_unit;FCU;air_duct,,
multi,ADE_train_00003239,phase_2_pdin_out0,fresh_air_duct,,
multi,ADE_train_00003240,phase_2_pdin_out0,variable_air_volume_unit,,
multi,ADE_train_00003241,"phase_2_pdin_out0,phase_2_pdin_out1",pibc_valve;balancing_valve,,
multi,ADE_train_00003245,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",flow_control_valve;exhaust_fan;ventilation_fan,,
multi,ADE_train_00003246,phase_2_pdin_out0,inline_fan,,
multi,ADE_train_00003248,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",supply_duct;return_duct;ceiling_diffuser,,
multi,ADE_train_00003249,phase_2_pdin_out0,hvac_control_panel,,
multi,ADE_train_00003250,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",mechanical_control_panel;return_grille;supply_grille,,
multi,ADE_train_00003251,phase_2_pdin_out0,acoustic_silencer,,
multi,ADE_train_00003252,"phase_2_pdin_out0,phase_2_pdin_out1",duct_silencer;water_pipe,,
multi,ADE_train_00003254,"phase_2_pdin_out0,phase_2_pdin_out1",pipe_hanger;pipe_clamp,,
multi,ADE_train_00003255,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",utility_meter;drill_machine;air_diffuser,,
multi,ADE_train_00003256,"phase_2_pdin_out0,phase_2_pdin_out1",pipe_bracket;shutoff_valve,,
multi,ADE_train_00003258,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",gate_valve;piping_manifold;pipe_manifold,,
multi,ADE_train_00003259,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",heating_radiator;convector;filter_strainer,,
multi,ADE_train_00003260,"phase_2_pdin_out0,phase_2_pdin_out1",water_filter;dirt_separator,,
multi,ADE_train_00003262,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",tool_cart;utility_meter;steel_beam,,
multi,ADE_train_00003263,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",hose_pipe;rebars_single;pipe_support,,
multi,ADE_train_00003264,"phase_2_pdin_out0,phase_2_pdin_out1",co_sensor;CO_detector,,
multi,ADE_train_00003268,phase_2_pdin_out0,environmental_sensor,,
multi,ADE_train_00003270,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",construction_vehicle;rebars_single;concrete_beam,,
multi,ADE_train_00003271,"phase_2_pdin_out0,phase_2_pdin_out1",temperature_sensor;humidity_sensor,,
multi,ADE_train_00003272,"phase_2_pdin_out0,phase_2_pdin_out1",IAQ_sensor;water_meter,,
multi,ADE_train_00003273,"phase_2_pdin_out0,phase_2_pdin_out1",flex_duct;I_beam,,
multi,ADE_train_00003274,phase_2_pdin_out0,electricity_meter,,
multi,ADE_train_00003276,phase_2_pdin_out0,BTU_meter,,
multi,ADE_train_00003277,"phase_2_pdin_out0,phase_2_pdin_out1",flow_meter;window_glass,,
multi,ADE_train_00003278,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",glass_panel;distribution_panel;DB_board,,
multi,ADE_train_00003279,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",switchgear_panel;control_board;cable_conduit,,
multi,ADE_train_00003283,phase_2_pdin_out0,PVC_conduit,,
multi,ADE_train_00003284,phase_2_pdin_out0,EMT_conduit,,
multi,ADE_train_00003285,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",fire_hose_reel;hose_reel;fire_extinguisher,,
multi,ADE_train_00003286,phase_2_pdin_out0,extinguisher_cylinder,,
multi,ADE_train_00003288,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",fire_damper;smoke_damper;hvac_damper,,
multi,ADE_train_00003289,"phase_2_pdin_out0,phase_2_pdin_out1",H_beam;girder,,
multi,ADE_train_00003292,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",scaffolding;radiator;fuel_can,,
multi,ADE_train_00003293,"phase_1_shifu_out0,phase_1_shifu_out1",toolbox;server_rack,,
multi,ADE_train_00003294,"phase_2_pdin_out0,phase_2_pdin_out1",variable_air_volume_unit;pibc_valve,,
multi,ADE_train_00003295,"phase_1_shifu_out0,phase_1_shifu_out1",balcony_railing;pipe_support,,
multi,ADE_train_00003296,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",fire_sprinkler;cable_tray;mechanical_pump,,
multi,ADE_train_00003302,phase_2_pdin_out0,balancing_valve,,
multi,ADE_train_00003305,"phase_2_pdin_out0,phase_2_pdin_out1",pressure_independent_control_valve;flow_control_valve,,
multi,ADE_train_00003308,phase_2_pdin_out0,inline_fan,,
multi,ADE_train_00003310,"phase_2_pdin_out0,phase_2_pdin_out1",hvac_control_panel;mechanical_control_panel,,
multi,ADE_train_00003312,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",traffic_barrier;glazing_panel;utility_meter,,
multi,ADE_train_00003313,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",acoustic_silencer;duct_silencer;water_pipe,,
multi,ADE_train_00003314,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",utility_meter;construction_vehicle;pipe_general,,
multi,ADE_train_00003316,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",plastic_pipe;metal_pipe;hvac_pipe,,
multi,ADE_train_00003317,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",pipe_hanger;pipe_clamp;pipe_bracket,,
multi,ADE_train_00003319,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",ball_valve;gate_valve;piping_manifold,,
multi,ADE_train_00003320,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",pipe_manifold;heating_radiator;convector,,
multi,ADE_train_00003321,"phase_2_pdin_out0,phase_2_pdin_out1",filter_strainer;water_filter,,
multi,ADE_train_00003323,phase_2_pdin_out0,CO_detector,,
multi,ADE_train_00003324,phase_2_pdin_out0,carbon_monoxide_sensor,,
multi,ADE_train_00003325,"phase_2_pdin_out0,phase_2_pdin_out1",gas_sensor;environmental_sensor,,
multi,ADE_train_00003326,phase_2_pdin_out0,temperature_sensor,,
multi,ADE_train_00003327,phase_2_pdin_out0,ladder_tray,,
multi,ADE_train_00003329,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",electricity_meter;BTU_meter;flow_meter,,
multi,ADE_train_00003331,phase_2_pdin_out0,window_glass,,
multi,ADE_train_00003332,"phase_2_pdin_out0,phase_2_pdin_out1",electrical_raceway;sprinkler_head,,
multi,ADE_train_00003333,"phase_2_pdin_out0,phase_2_pdin_out1",glass_panel;distribution_panel,,
multi,ADE_train_00003334,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",DB_board;switchgear_panel;control_board,,
multi,ADE_train_00003336,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",heat_exchanger;fire_sprinkler;concrete_column,,
multi,ADE_train_00003338,phase_2_pdin_out0,cable_conduit,,
multi,ADE_train_00003341,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",scaffolding;utility_meter;concrete_beam,,
multi,ADE_train_00003342,"phase_2_pdin_out0,phase_2_pdin_out1",PVC_conduit;EMT_conduit,,
multi,ADE_train_00003344,phase_2_pdin_out0,fire_hose_reel,,
multi,ADE_train_00003346,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",hose_reel;fire_extinguisher;extinguisher_cylinder,,
multi,ADE_train_00003347,"phase_1_pdin_out0,phase_1_pdin_out2",junction_box;safety_helmet,,
multi,ADE_train_00003348,"phase_2_pdin_out0,phase_2_pdin_out1",fire_damper;smoke_damper,,
multi,ADE_train_00003349,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",ceiling_sprinkler;fan_coil_unit;FCU,,
multi,ADE_train_00003350,"phase_2_pdin_out0,phase_2_pdin_out1",hvac_damper;vav_box,,
multi,ADE_train_00003351,"phase_2_pdin_out0,phase_2_pdin_out1",variable_air_volume_unit;pibc_valve,,
multi,ADE_train_00003353,phase_2_pdin_out0,pressure_independent_control_valve,,
multi,ADE_train_00003356,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",flow_control_valve;exhaust_fan;ventilation_fan,,
multi,ADE_train_00003357,"phase_2_pdin_out0,phase_2_pdin_out1",inline_fan;hvac_control_panel,,
multi,ADE_train_00003358,"phase_2_pdin_out0,phase_2_pdin_out1",air_duct;fresh_air_duct,,
multi,ADE_train_00003359,phase_2_pdin_out0,mechanical_control_panel,,
multi,ADE_train_00003360,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",paint_bucket;generator_set;mobile_tower,,
multi,ADE_train_00003361,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",traffic_barrier;server_rack;fire_sprinkler,,
multi,ADE_train_00003362,phase_2_pdin_out0,supply_duct,,
multi,ADE_train_00003363,"phase_2_pdin_out0,phase_2_pdin_out1",return_grille;supply_grille,,
multi,ADE_train_00003364,phase_2_pdin_out0,acoustic_silencer,,
multi,ADE_train_00003365,"phase_2_pdin_out0,phase_2_pdin_out1",duct_silencer;water_pipe,,
multi,ADE_train_00003367,"phase_2_pdin_out0,phase_2_pdin_out1",metal_pipe;hvac_pipe,,
multi,ADE_train_00003368,"phase_2_pdin_out0,phase_2_pdin_out1",pipe_hanger;pipe_clamp,,
multi,ADE_train_00003370,phase_2_pdin_out0,return_duct,,
multi,ADE_train_00003371,phase_2_pdin_out0,pipe_bracket,,
multi,ADE_train_00003372,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",satellite_dish;electrical_conduit;ladder,,
multi,ADE_train_00003374,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",ball_valve;gate_valve;piping_manifold,,
multi,ADE_train_00003376,phase_2_pdin_out0,pipe_manifold,,
multi,ADE_train_00003377,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",heating_radiator;convector;filter_strainer,,
multi,ADE_train_00003379,"phase_2_pdin_out0,phase_2_pdin_out1",dirt_separator;Y_strainer,,
multi,ADE_train_00003381,phase_2_pdin_out0,co_sensor,,
multi,ADE_train_00003383,"phase_2_pdin_out0,phase_2_pdin_out1",ceiling_diffuser;flex_duct,,
multi,ADE_train_00003384,phase_2_pdin_out0,CO_detector,,
multi,ADE_train_00003385,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",electric_motor;hvac_duct;pipe_general,,
multi,ADE_train_00003386,"phase_1_shifu_out0,phase_1_shifu_out3",electrical_panel;utility_meter,,
multi,ADE_train_00003387,phase_2_pdin_out0,carbon_monoxide_sensor,,
multi,ADE_train_00003390,"phase_2_pdin_out0,phase_2_pdin_out1",gas_sensor;environmental_sensor,,
multi,ADE_train_00003394,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",air_diffuser;site_container;pipe_general,,
multi,ADE_train_00003399,"phase_2_pdin_out0,phase_2_pdin_out1",water_meter;electricity_meter,,
multi,ADE_train_00003400,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",measuring_tripod;fuel_can;heat_exchanger,,
multi,ADE_train_00003401,phase_2_pdin_out0,BTU_meter,,
multi,ADE_train_00003404,"phase_1_pdin_out0,phase_1_pdin_out1,phase_1_pdin_out2",bracing;compressor_unit;air_grille,,
multi,ADE_train_00003406,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",window_glass;glass_panel;distribution_panel,,
multi,ADE_train_00003407,phase_2_pdin_out0,I_beam,,
multi,ADE_train_00003409,"phase_2_pdin_out0,phase_2_pdin_out1",DB_board;switchgear_panel,,
multi,ADE_train_00003410,"phase_1_shifu_out0,phase_1_shifu_out1,phase_1_shifu_out3",junction_box;measuring_tripod;drill_machine,,
multi,ADE_train_00003411,"phase_2_pdin_out0,phase_2_pdin_out1,phase_2_pdin_out2",control_board;cable_conduit;PVC_conduit,,
multi,ADE_train_00003412,"phase_2_pdin_out0,phase_2_pdin_out1",H_beam;girder,,
multi,ADE_train_00003414,phase_2_pdin_out0,EMT_conduit,,
multi,ADE_train_00003415,phase_2_pdin_out0,fire_hose_reel,,
multi,ADE_train_00003416,phase_2_pdin_out0,hose_reel,,
multi,ADE_train_00003417,"phase_1_poco_out0,phase_1_poco_out1,phase_1_poco_out2",tool_cart;steel_beam;electric_motor,,
multi,ADE_train_00003419,"phase_2_pdin_out0,phase_2_pdin_out1",extinguisher_cylinder;fire_damper,,
multi,ADE_train_00003421,phase_2_pdin_out0,hvac_damper,,
multi,ADE_train_00003423,"phase_2_pdin_out0,phase_2_pdin_out1",vav_box;variable_air_volume_unit,,
